Session_ID,Referrer,Device,Category,Scroll_Depth,Product_Views
88,Facebook,Mobile,Home,53,1
89,Facebook,Mobile,Fashion,84,7
90,Facebook,Tablet,Fashion,32,3
91,Instagram,Mobile,Beauty,99,12
92,Instagram,Desktop,Home,33,10
93,Facebook,Tablet,Fashion,51,11
94,Direct,Mobile,Fashion,53,2
95,Email,Desktop,Electronics,46,14
96,Instagram,Tablet,Home,77,7
97,Facebook,Desktop,Electronics,77,10
98,Facebook,Desktop,Sale,79,1
99,Instagram,Mobile,Home,17,14
100,Instagram,Desktop,Beauty,85,7
101,Email,Mobile,Beauty,26,1
102,Email,Tablet,Running,62,14
103,Google,Desktop,Fashion,53,3
104,Email,Mobile,Home,48,13
105,Email,Tablet,Beauty,78,7
106,Direct,Tablet,Sale,38,5
107,Facebook,Mobile,Fashion,77,9
108,Instagram,Mobile,Fashion,12,2
109,Google,Mobile,Running,56,6
110,Email,Tablet,Fashion,21,13
111,Email,Mobile,Beauty,42,12
112,Direct,Tablet,Electronics,95,5
113,Facebook,Desktop,Beauty,70,15
114,Instagram,Desktop,Electronics,89,5
115,Facebook,Mobile,Sale,64,6
116,Instagram,Tablet,Beauty,30,8
117,Instagram,Tablet,Fashion,89,15
118,Instagram,Desktop,Home,35,15
119,Google,Desktop,Electronics,45,3
120,Google,Mobile,Home,71,14
121,Direct,Mobile,Beauty,66,15
122,Email,Mobile,Running,24,15
123,Instagram,Mobile,Home,59,2
124,Direct,Mobile,Electronics,38,10
125,Email,Mobile,Home,57,6
126,Direct,Mobile,Sale,24,14
127,Facebook,Tablet,Running,90,3
128,Instagram,Mobile,Home,63,9
129,Instagram,Desktop,Sale,11,15
130,Instagram,Desktop,Sale,39,13
131,Email,Mobile,Beauty,52,6
132,Email,Mobile,Running,77,9
133,Direct,Tablet,Running,73,3
134,Google,Desktop,Sale,47,9
135,Google,Tablet,Electronics,34,1
136,Facebook,Desktop,Home,50,5
137,Direct,Mobile,Beauty,53,2
138,Google,Tablet,Electronics,18,9
139,Email,Mobile,Fashion,15,11
140,Direct,Tablet,Electronics,65,3
141,Facebook,Mobile,Sale,47,1
142,Google,Desktop,Electronics,77,1
143,Instagram,Tablet,Sale,97,1
144,Direct,Mobile,Home,79,6
145,Facebook,Tablet,Sale,52,14
146,Instagram,Mobile,Running,42,4
147,Direct,Mobile,Running,85,2
148,Google,Mobile,Electronics,64,3
149,Direct,Desktop,Running,84,11
150,Facebook,Desktop,Beauty,66,7
151,Instagram,Tablet,Sale,56,12
152,Instagram,Desktop,Home,58,12
153,Instagram,Mobile,Running,65,4
154,Instagram,Tablet,Sale,82,5
155,Instagram,Tablet,Running,34,15
156,Email,Mobile,Running,24,10
157,Facebook,Tablet,Sale,15,5
158,Facebook,Desktop,Running,86,14
159,Email,Mobile,Running,72,13
160,Direct,Mobile,Home,40,11
161,Instagram,Mobile,Sale,79,6
162,Email,Tablet,Fashion,35,2
163,Email,Mobile,Beauty,74,2
164,Google,Mobile,Fashion,84,14
165,Google,Mobile,Fashion,89,6
166,Google,Desktop,Electronics,99,15
167,Email,Mobile,Home,21,2
168,Google,Desktop,Fashion,37,15
169,Google,Mobile,Fashion,51,1
170,Email,Tablet,Fashion,56,6
171,Direct,Tablet,Home,34,11
172,Email,Tablet,Electronics,99,7
173,Email,Tablet,Sale,57,12
174,Google,Desktop,Home,36,9
175,Direct,Desktop,Home,30,10
176,Direct,Mobile,Beauty,27,15
177,Direct,Mobile,Sale,71,13
178,Google,Tablet,Running,88,13
179,Email,Desktop,Home,66,9
180,Facebook,Desktop,Beauty,12,1
181,Direct,Mobile,Electronics,36,15
182,Instagram,Mobile,Beauty,74,12
183,Google,Mobile,Electronics,54,14
184,Google,Mobile,Running,57,4
185,Facebook,Tablet,Running,17,9
186,Email,Tablet,Electronics,50,2
187,Instagram,Mobile,Beauty,30,3
188,Google,Desktop,Beauty,45,1
189,Google,Desktop,Sale,80,3
190,Instagram,Desktop,Fashion,82,2
191,Direct,Desktop,Running,33,2
192,Google,Tablet,Home,18,2
193,Facebook,Tablet,Running,90,7
194,Direct,Desktop,Fashion,34,9
195,Google,Mobile,Running,28,4
196,Direct,Mobile,Fashion,74,13
197,Direct,Mobile,Electronics,70,2
198,Facebook,Desktop,Running,76,9
199,Direct,Mobile,Sale,83,7
200,Instagram,Mobile,Home,38,5
201,Google,Mobile,Electronics,85,5
202,Google,Tablet,Beauty,36,7
203,Email,Desktop,Fashion,82,9
204,Facebook,Tablet,Beauty,81,11
205,Direct,Mobile,Home,48,4
206,Instagram,Mobile,Sale,22,7
207,Instagram,Desktop,Sale,58,7
208,Instagram,Tablet,Beauty,100,7
209,Google,Tablet,Fashion,52,10
210,Facebook,Mobile,Running,40,5
211,Facebook,Mobile,Home,90,4
212,Instagram,Tablet,Sale,77,6
213,Facebook,Desktop,Electronics,12,13
214,Instagram,Mobile,Beauty,54,15
215,Google,Tablet,Home,73,9
216,Instagram,Mobile,Sale,76,14
217,Google,Tablet,Home,83,15
218,Facebook,Tablet,Beauty,22,2
219,Direct,Desktop,Fashion,61,8
220,Google,Mobile,Home,86,7
221,Facebook,Desktop,Running,12,4
222,Email,Desktop,Beauty,18,5
223,Instagram,Mobile,Electronics,95,1
224,Direct,Desktop,Beauty,81,4
225,Direct,Tablet,Sale,49,11
226,Email,Desktop,Running,45,9
227,Facebook,Tablet,Electronics,42,3
228,Direct,Mobile,Home,55,3
229,Direct,Mobile,Home,10,6
230,Instagram,Tablet,Electronics,84,12
231,Email,Tablet,Home,13,2
232,Google,Tablet,Sale,98,12
233,Instagram,Mobile,Home,96,5
234,Instagram,Tablet,Beauty,71,8
235,Facebook,Desktop,Home,53,14
236,Email,Tablet,Fashion,13,2
237,Facebook,Mobile,Beauty,81,1
238,Facebook,Mobile,Home,97,8
239,Google,Tablet,Beauty,39,7
240,Facebook,Tablet,Home,24,4
241,Email,Mobile,Beauty,96,6
242,Email,Tablet,Fashion,68,4
243,Email,Mobile,Running,11,13
244,Google,Tablet,Sale,89,2
245,Facebook,Mobile,Home,17,11
246,Email,Tablet,Running,18,5
247,Direct,Desktop,Beauty,70,11
248,Email,Tablet,Sale,84,6
249,Google,Desktop,Electronics,27,10
250,Facebook,Mobile,Sale,77,15
251,Facebook,Mobile,Electronics,38,4
252,Instagram,Tablet,Electronics,97,9
253,Instagram,Mobile,Running,33,4
254,Direct,Desktop,Home,60,15
255,Facebook,Mobile,Fashion,39,1
256,Google,Desktop,Beauty,36,10
257,Direct,Tablet,Home,51,8
258,Instagram,Tablet,Fashion,44,9
259,Email,Desktop,Running,98,7
260,Direct,Tablet,Beauty,58,7
261,Google,Tablet,Home,21,3
262,Google,Tablet,Running,33,1
263,Email,Desktop,Beauty,85,3
264,Direct,Tablet,Running,60,1
265,Google,Mobile,Beauty,43,11
266,Email,Mobile,Fashion,13,9
267,Google,Tablet,Sale,98,7
268,Direct,Mobile,Home,41,4
269,Email,Tablet,Beauty,100,7
270,Facebook,Tablet,Sale,13,1
271,Email,Mobile,Beauty,64,5
272,Instagram,Tablet,Fashion,99,10
273,Facebook,Desktop,Beauty,58,11
274,Instagram,Mobile,Sale,51,11
275,Email,Desktop,Running,88,12
276,Email,Desktop,Beauty,14,11
277,Google,Desktop,Sale,76,7
278,Instagram,Desktop,Beauty,21,15
279,Instagram,Desktop,Beauty,99,13
280,Email,Desktop,Home,33,4
281,Google,Desktop,Fashion,67,6
282,Facebook,Desktop,Electronics,43,5
283,Instagram,Mobile,Home,49,8
284,Direct,Tablet,Beauty,89,1
285,Direct,Desktop,Fashion,97,10
286,Instagram,Tablet,Fashion,19,5
287,Google,Tablet,Home,77,6
288,Instagram,Desktop,Running,23,6
289,Google,Mobile,Sale,98,15
290,Direct,Mobile,Beauty,35,7
291,Google,Mobile,Electronics,56,5
292,Facebook,Tablet,Electronics,25,1
293,Instagram,Mobile,Running,84,10
294,Google,Tablet,Running,28,13
295,Email,Mobile,Sale,85,14
296,Direct,Tablet,Fashion,96,13
297,Instagram,Tablet,Running,22,1
298,Google,Tablet,Beauty,10,8
299,Google,Tablet,Fashion,74,9
300,Google,Mobile,Beauty,64,1
301,Facebook,Desktop,Home,81,8
302,Instagram,Desktop,Beauty,57,4
303,Direct,Mobile,Beauty,24,11
304,Email,Tablet,Electronics,25,9
305,Direct,Mobile,Home,76,8
306,Instagram,Tablet,Sale,83,3
307,Email,Mobile,Fashion,94,10
308,Email,Desktop,Sale,62,2
309,Facebook,Desktop,Fashion,66,9
310,Email,Mobile,Fashion,64,11
311,Email,Desktop,Electronics,43,2
312,Email,Mobile,Electronics,81,14
313,Direct,Tablet,Sale,11,3
314,Direct,Mobile,Beauty,80,1
315,Email,Desktop,Beauty,88,2
316,Email,Tablet,Sale,51,10
317,Instagram,Tablet,Home,78,4
318,Instagram,Tablet,Sale,88,8
319,Email,Desktop,Sale,38,14
320,Email,Mobile,Beauty,78,13
321,Instagram,Tablet,Beauty,70,4
322,Direct,Mobile,Running,20,13
323,Instagram,Mobile,Running,90,4
324,Email,Desktop,Home,70,14
325,Direct,Mobile,Running,25,15
326,Instagram,Tablet,Fashion,70,3
327,Facebook,Mobile,Electronics,61,6
328,Google,Tablet,Beauty,61,9
329,Facebook,Mobile,Fashion,70,1
330,Direct,Mobile,Electronics,26,4
331,Direct,Tablet,Home,22,7
332,Google,Desktop,Running,56,9
333,Google,Desktop,Electronics,82,10
334,Google,Tablet,Electronics,70,15
335,Email,Mobile,Home,85,15
336,Facebook,Mobile,Beauty,55,12
337,Email,Mobile,Running,12,1
338,Facebook,Tablet,Home,39,9
339,Email,Mobile,Beauty,21,9
340,Direct,Tablet,Running,46,14
341,Email,Desktop,Beauty,64,8
342,Email,Mobile,Running,38,5
343,Google,Mobile,Electronics,41,12
344,Direct,Tablet,Sale,80,2
345,Instagram,Tablet,Fashion,99,5
346,Facebook,Desktop,Sale,72,7
347,Direct,Mobile,Beauty,61,11
348,Google,Mobile,Fashion,55,9
349,Google,Desktop,Sale,63,3
350,Facebook,Desktop,Beauty,79,1
351,Direct,Mobile,Fashion,46,9
352,Direct,Mobile,Fashion,17,4
353,Facebook,Mobile,Electronics,99,8
354,Instagram,Tablet,Electronics,76,7
355,Email,Desktop,Running,54,5
356,Instagram,Mobile,Running,56,9
357,Google,Tablet,Beauty,27,1
358,Google,Desktop,Running,98,9
359,Google,Desktop,Running,89,11
360,Google,Desktop,Fashion,23,10
361,Email,Tablet,Sale,98,10
362,Email,Desktop,Sale,75,6
363,Email,Tablet,Sale,36,7
364,Direct,Tablet,Sale,31,4
365,Facebook,Mobile,Running,18,11
366,Email,Tablet,Beauty,79,9
367,Google,Desktop,Sale,25,13
368,Email,Tablet,Fashion,98,10
369,Instagram,Desktop,Electronics,33,5
370,Facebook,Tablet,Electronics,70,13
371,Google,Mobile,Home,26,14
372,Direct,Mobile,Electronics,41,11
373,Facebook,Desktop,Running,25,15
374,Instagram,Desktop,Home,53,6
375,Facebook,Tablet,Sale,19,6
376,Email,Tablet,Sale,27,8
377,Facebook,Desktop,Fashion,53,14
378,Facebook,Tablet,Beauty,55,6
379,Email,Desktop,Running,94,15
380,Email,Desktop,Sale,56,3
381,Instagram,Desktop,Running,84,15
382,Google,Mobile,Sale,87,2
383,Instagram,Mobile,Sale,47,9
384,Google,Mobile,Sale,86,15
385,Email,Desktop,Running,27,14
386,Google,Tablet,Beauty,34,8
387,Direct,Mobile,Beauty,61,8
388,Facebook,Tablet,Running,88,2
389,Google,Desktop,Fashion,73,2
390,Google,Tablet,Electronics,92,5
391,Facebook,Desktop,Beauty,10,8
392,Email,Desktop,Beauty,25,11
393,Instagram,Desktop,Fashion,46,8
394,Facebook,Tablet,Electronics,60,2
395,Direct,Tablet,Fashion,57,3
396,Email,Desktop,Running,22,12
397,Instagram,Desktop,Home,65,8
398,Facebook,Mobile,Sale,28,14
399,Direct,Desktop,Fashion,54,2
400,Email,Mobile,Fashion,66,10
401,Facebook,Tablet,Beauty,97,1
402,Facebook,Tablet,Running,73,10
403,Email,Mobile,Running,19,1
404,Instagram,Desktop,Electronics,50,10
405,Email,Tablet,Electronics,96,9
406,Direct,Desktop,Running,19,4
407,Facebook,Mobile,Sale,82,6
408,Direct,Desktop,Sale,71,12
409,Email,Tablet,Sale,18,2
410,Email,Mobile,Running,79,11
411,Facebook,Mobile,Fashion,74,6
412,Direct,Mobile,Home,12,6
413,Direct,Tablet,Beauty,57,11
414,Email,Tablet,Fashion,30,11
415,Google,Desktop,Home,89,3
416,Google,Desktop,Sale,56,7
417,Instagram,Tablet,Electronics,95,14
418,Email,Desktop,Sale,13,11
419,Email,Tablet,Electronics,35,1
420,Email,Mobile,Running,84,13
421,Facebook,Mobile,Home,99,6
422,Email,Mobile,Running,79,5
423,Facebook,Mobile,Beauty,61,6
424,Instagram,Desktop,Beauty,29,7
425,Instagram,Desktop,Electronics,67,9
426,Email,Tablet,Electronics,33,9
427,Email,Desktop,Running,55,12
428,Direct,Desktop,Beauty,93,15
429,Instagram,Mobile,Beauty,96,7
430,Instagram,Tablet,Beauty,80,9
431,Direct,Tablet,Fashion,47,11
432,Direct,Desktop,Home,23,1
433,Google,Desktop,Running,63,6
434,Facebook,Tablet,Beauty,16,8
435,Instagram,Tablet,Home,66,4
436,Instagram,Desktop,Fashion,59,12
437,Email,Desktop,Beauty,75,2
438,Google,Desktop,Beauty,67,5
439,Instagram,Desktop,Sale,65,13
440,Direct,Tablet,Sale,44,11
441,Direct,Tablet,Home,92,13
442,Instagram,Mobile,Fashion,86,3
443,Facebook,Tablet,Home,26,4
444,Instagram,Tablet,Home,15,13
445,Direct,Mobile,Beauty,95,7
446,Direct,Desktop,Sale,100,9
447,Direct,Desktop,Running,35,15
448,Email,Tablet,Home,40,3
449,Instagram,Tablet,Home,79,6
450,Facebook,Mobile,Beauty,87,2
451,Direct,Tablet,Electronics,52,5
452,Facebook,Tablet,Sale,86,6
453,Direct,Desktop,Sale,28,10
454,Instagram,Mobile,Fashion,27,2
455,Facebook,Desktop,Electronics,82,5
456,Google,Desktop,Beauty,63,14
457,Facebook,Desktop,Electronics,66,4
458,Google,Desktop,Beauty,25,4
459,Facebook,Mobile,Running,38,10
460,Google,Mobile,Electronics,73,2
461,Instagram,Tablet,Electronics,64,4
462,Google,Tablet,Running,26,14
463,Instagram,Tablet,Running,56,10
464,Instagram,Tablet,Beauty,12,5
465,Instagram,Desktop,Sale,68,13
466,Facebook,Desktop,Fashion,73,13
467,Direct,Tablet,Sale,29,14
468,Direct,Mobile,Fashion,48,8
469,Facebook,Desktop,Fashion,54,8
470,Email,Mobile,Fashion,60,7
471,Email,Mobile,Beauty,80,8
472,Google,Tablet,Home,70,8
473,Instagram,Mobile,Sale,50,4
474,Instagram,Tablet,Beauty,22,5
475,Direct,Mobile,Running,57,2
476,Email,Desktop,Electronics,92,6
477,Direct,Tablet,Fashion,77,9
478,Direct,Mobile,Running,20,2
479,Instagram,Desktop,Sale,57,13
480,Facebook,Desktop,Sale,30,11
481,Facebook,Desktop,Sale,69,12
482,Google,Mobile,Home,21,11
483,Google,Desktop,Beauty,33,3
484,Facebook,Tablet,Sale,78,12
485,Direct,Desktop,Electronics,11,7
486,Instagram,Mobile,Beauty,92,8
487,Google,Desktop,Beauty,37,8
488,Instagram,Desktop,Beauty,35,1
489,Instagram,Mobile,Home,57,4
490,Google,Tablet,Running,32,5
491,Facebook,Mobile,Fashion,15,10
492,Email,Desktop,Sale,60,9
493,Direct,Mobile,Sale,69,15
494,Instagram,Tablet,Home,12,8
495,Direct,Mobile,Home,56,5
496,Email,Desktop,Running,38,2
497,Email,Mobile,Sale,19,14
498,Facebook,Tablet,Electronics,57,5
499,Google,Desktop,Running,42,10
500,Facebook,Tablet,Home,74,8
501,Email,Mobile,Beauty,99,14
502,Direct,Desktop,Running,82,5
503,Email,Tablet,Running,38,5
504,Instagram,Tablet,Home,91,9
505,Instagram,Tablet,Fashion,37,13
506,Direct,Desktop,Fashion,51,8
507,Facebook,Desktop,Sale,14,13
508,Instagram,Desktop,Beauty,77,15
509,Direct,Desktop,Fashion,98,13
510,Email,Tablet,Running,80,12
511,Email,Desktop,Electronics,70,3
512,Instagram,Mobile,Electronics,58,15
513,Direct,Tablet,Beauty,32,7
514,Email,Mobile,Beauty,80,8
515,Google,Tablet,Beauty,13,4
516,Instagram,Tablet,Home,97,7
517,Facebook,Mobile,Running,66,14
518,Facebook,Mobile,Sale,30,7
519,Instagram,Mobile,Beauty,32,12
520,Direct,Tablet,Beauty,63,11
521,Google,Desktop,Electronics,45,15
522,Email,Mobile,Home,93,9
523,Google,Tablet,Electronics,38,7
524,Facebook,Tablet,Beauty,12,9
525,Email,Tablet,Fashion,34,13
526,Facebook,Mobile,Running,85,11
527,Email,Mobile,Fashion,25,4
528,Email,Tablet,Electronics,66,7
529,Direct,Mobile,Electronics,61,1
530,Facebook,Mobile,Sale,61,9
531,Facebook,Mobile,Running,80,3
532,Email,Mobile,Home,33,7
533,Email,Desktop,Fashion,61,10
534,Google,Tablet,Running,90,12
535,Direct,Desktop,Beauty,23,9
536,Instagram,Desktop,Electronics,51,11
537,Email,Desktop,Running,69,11
538,Google,Mobile,Beauty,39,12
539,Direct,Mobile,Running,82,9
540,Email,Desktop,Sale,55,2
541,Email,Desktop,Fashion,84,10
542,Google,Desktop,Fashion,36,6
543,Facebook,Desktop,Fashion,10,7
544,Google,Mobile,Running,90,3
545,Instagram,Mobile,Home,51,7
546,Facebook,Mobile,Home,15,11
547,Facebook,Mobile,Running,39,5
548,Direct,Desktop,Fashion,25,14
549,Email,Desktop,Fashion,70,10
550,Email,Mobile,Running,86,14
551,Google,Mobile,Fashion,55,12
552,Facebook,Tablet,Fashion,68,10
553,Direct,Desktop,Running,57,5
554,Instagram,Mobile,Beauty,74,1
555,Direct,Desktop,Beauty,37,13
556,Instagram,Desktop,Home,27,10
557,Direct,Desktop,Electronics,60,6
558,Direct,Tablet,Home,38,9
559,Email,Desktop,Beauty,73,14
560,Email,Tablet,Electronics,82,9
561,Direct,Mobile,Sale,14,2
562,Direct,Tablet,Beauty,68,3
563,Google,Tablet,Sale,39,8
564,Direct,Desktop,Electronics,41,8
565,Facebook,Tablet,Home,71,13
566,Facebook,Mobile,Sale,68,13
567,Email,Tablet,Beauty,70,2
568,Instagram,Tablet,Running,52,8
569,Google,Mobile,Running,16,12
570,Instagram,Mobile,Running,78,12
571,Facebook,Tablet,Home,43,11
572,Facebook,Tablet,Running,47,11
573,Facebook,Tablet,Electronics,99,14
574,Instagram,Desktop,Fashion,88,14
575,Email,Mobile,Beauty,28,9
576,Direct,Mobile,Running,43,6
577,Instagram,Mobile,Home,30,6
578,Instagram,Desktop,Beauty,44,6
579,Facebook,Tablet,Beauty,44,9
580,Facebook,Desktop,Beauty,98,1
581,Email,Desktop,Fashion,100,12
582,Instagram,Desktop,Beauty,39,3
583,Instagram,Tablet,Beauty,88,2
584,Google,Mobile,Beauty,93,13
585,Facebook,Tablet,Home,76,7
586,Instagram,Mobile,Home,76,5
587,Direct,Mobile,Sale,44,8
588,Email,Mobile,Beauty,96,5
589,Instagram,Mobile,Sale,89,4
590,Direct,Desktop,Fashion,96,2
591,Email,Desktop,Fashion,85,10
592,Instagram,Desktop,Home,84,6
593,Email,Tablet,Fashion,97,9
594,Google,Mobile,Running,95,4
595,Google,Desktop,Home,22,7
596,Google,Mobile,Electronics,90,8
597,Instagram,Tablet,Home,29,7
598,Direct,Desktop,Running,48,11
599,Direct,Tablet,Home,55,3
600,Direct,Desktop,Fashion,27,12
601,Google,Tablet,Running,79,7
602,Email,Desktop,Home,97,4
603,Email,Tablet,Electronics,91,13
604,Direct,Tablet,Beauty,46,7
605,Direct,Mobile,Electronics,63,1
606,Direct,Desktop,Fashion,42,13
607,Facebook,Tablet,Sale,42,7
608,Direct,Mobile,Home,47,13
609,Facebook,Desktop,Sale,46,1
610,Google,Mobile,Sale,20,15
611,Instagram,Tablet,Electronics,39,12
612,Direct,Tablet,Home,96,2
613,Email,Tablet,Electronics,14,5
614,Direct,Desktop,Sale,23,8
615,Google,Tablet,Beauty,23,2
616,Direct,Tablet,Running,68,12
617,Direct,Tablet,Sale,79,11
618,Email,Desktop,Sale,21,15
619,Direct,Mobile,Home,13,14
620,Google,Mobile,Electronics,39,12
621,Google,Desktop,Running,15,1
622,Direct,Desktop,Fashion,61,2
623,Email,Mobile,Beauty,69,6
624,Instagram,Mobile,Sale,63,3
625,Email,Desktop,Running,49,2
626,Direct,Mobile,Beauty,62,9
627,Facebook,Desktop,Home,14,10
628,Email,Tablet,Fashion,70,4
629,Email,Tablet,Running,44,13
630,Instagram,Mobile,Home,51,12
631,Facebook,Mobile,Running,99,3
632,Email,Tablet,Beauty,11,15
633,Email,Mobile,Sale,70,1
634,Google,Tablet,Sale,70,5
635,Instagram,Desktop,Sale,18,10
636,Instagram,Mobile,Electronics,76,6
637,Direct,Tablet,Sale,99,4
638,Direct,Desktop,Sale,45,13
639,Facebook,Desktop,Sale,21,1
640,Email,Tablet,Electronics,95,13
641,Google,Tablet,Beauty,53,14
642,Direct,Desktop,Electronics,88,5
643,Instagram,Mobile,Beauty,60,5
644,Google,Tablet,Electronics,42,8
645,Direct,Tablet,Home,75,4
646,Facebook,Tablet,Electronics,24,8
647,Google,Tablet,Home,30,5
648,Google,Tablet,Sale,58,2
649,Facebook,Mobile,Home,13,12
650,Direct,Mobile,Sale,15,10
651,Facebook,Desktop,Fashion,19,8
652,Email,Mobile,Fashion,62,1
653,Facebook,Desktop,Running,41,9
654,Instagram,Mobile,Running,19,3
655,Direct,Desktop,Electronics,98,3
656,Google,Desktop,Electronics,71,4
657,Direct,Tablet,Sale,23,14
658,Email,Tablet,Sale,88,10
659,Facebook,Tablet,Fashion,59,11
660,Instagram,Desktop,Electronics,37,6
661,Direct,Mobile,Sale,86,9
662,Email,Mobile,Home,78,2
663,Email,Tablet,Running,81,5
664,Facebook,Mobile,Sale,37,12
665,Instagram,Desktop,Beauty,90,10
666,Facebook,Desktop,Electronics,58,4
667,Direct,Tablet,Electronics,72,14
668,Direct,Tablet,Home,22,13
669,Facebook,Tablet,Sale,34,6
670,Direct,Desktop,Fashion,19,13
671,Direct,Mobile,Fashion,72,6
672,Google,Desktop,Home,16,13
673,Google,Mobile,Sale,81,4
674,Google,Desktop,Fashion,65,2
675,Facebook,Mobile,Running,46,15
676,Google,Mobile,Electronics,43,3
677,Email,Tablet,Home,26,14
678,Direct,Mobile,Sale,41,2
679,Email,Tablet,Running,57,7
680,Email,Tablet,Beauty,26,11
681,Direct,Desktop,Sale,86,2
682,Email,Mobile,Running,95,3
683,Email,Desktop,Beauty,76,2
684,Direct,Mobile,Sale,92,13
685,Direct,Desktop,Home,81,10
686,Google,Mobile,Running,55,4
687,Instagram,Desktop,Electronics,78,12
688,Facebook,Mobile,Beauty,39,14
689,Email,Desktop,Home,22,12
690,Direct,Mobile,Fashion,72,2
691,Direct,Desktop,Electronics,29,15
692,Facebook,Tablet,Electronics,34,10
693,Email,Mobile,Fashion,31,1
694,Instagram,Mobile,Sale,93,13
695,Email,Desktop,Home,54,3
696,Direct,Mobile,Fashion,90,3
697,Google,Mobile,Running,58,13
698,Google,Mobile,Fashion,22,9
699,Direct,Tablet,Electronics,25,6
700,Email,Desktop,Home,95,11
701,Email,Tablet,Running,11,15
702,Email,Tablet,Beauty,19,15
703,Facebook,Desktop,Fashion,46,11
704,Email,Tablet,Electronics,18,4
705,Instagram,Desktop,Home,29,13
706,Facebook,Desktop,Electronics,50,5
707,Direct,Mobile,Electronics,30,4
708,Email,Tablet,Running,34,10
709,Email,Tablet,Fashion,24,8
710,Direct,Tablet,Running,68,10
711,Direct,Mobile,Beauty,39,14
712,Google,Mobile,Electronics,97,7
713,Facebook,Mobile,Fashion,16,12
714,Facebook,Mobile,Beauty,14,11
715,Google,Mobile,Running,91,9
716,Direct,Desktop,Fashion,60,11
717,Instagram,Tablet,Beauty,70,14
718,Email,Desktop,Home,100,13
719,Direct,Tablet,Running,65,14
720,Google,Mobile,Home,15,3
721,Email,Desktop,Fashion,11,3
722,Facebook,Desktop,Running,30,5
723,Email,Desktop,Running,73,6
724,Google,Desktop,Running,82,15
725,Facebook,Tablet,Fashion,100,3
726,Google,Mobile,Beauty,75,6
727,Email,Mobile,Fashion,16,11
728,Facebook,Tablet,Running,17,14
